Issue Number; Title; Github URL; Labels; State; Created At; Updated At; Reporter; Assignee
1286; "feature: expose 'reduce motion' user setting in UI (alongside ReadiumCSS configuration controls)"; https://github.com/edrlab/thorium-reader/issues/1286; "accessibility"; closed; 12/21/2020; 01/20/2021; danielweck; 
1285; "New PDF viewer"; https://github.com/edrlab/thorium-reader/pull/1285; "pdf"; closed; 12/17/2020; 01/20/2021; panaC; panaC
1284; "Blank screen on all EPUB files on Windows 10"; https://github.com/edrlab/thorium-reader/issues/1284; ""; closed; 12/17/2020; 08/23/2022; llemeurfr; 
1283; "[WIP] attempt to fix publication text alignment in reader viewport (left, right, justify, auto)"; https://github.com/edrlab/thorium-reader/pull/1283; ""; closed; 12/11/2020; 10/07/2021; panaC; 
1282; "chore(deps): bump ini from 1.3.5 to 1.3.7"; https://github.com/edrlab/thorium-reader/pull/1282; "dependencies"; closed; 12/10/2020; 12/18/2020; dependabot[bot]; 
1281; "media overlays, issue, Galdo's gift"; https://github.com/edrlab/thorium-reader/issues/1281; ""; closed; 12/09/2020; 12/10/2020; llemeurfr; danielweck
1280; "W3C publication converter: incorrect handling of 'links' vs. 'resources'"; https://github.com/edrlab/thorium-reader/issues/1280; ""; closed; 12/08/2020; 12/08/2020; danielweck; 
1279; "typo in source code: 'openSucess' vs. 'openSuccess'"; https://github.com/edrlab/thorium-reader/issues/1279; ""; closed; 12/08/2020; 08/23/2022; danielweck; 
1278; "NPM updates, code cleanup, fixed W3C links vs. resources converter bug"; https://github.com/edrlab/thorium-reader/pull/1278; ""; closed; 12/08/2020; 12/08/2020; danielweck; 
1277; "[WIP] New PDF Viewer"; https://github.com/edrlab/thorium-reader/pull/1277; "pdf"; closed; 12/07/2020; 01/20/2021; panaC; panaC
1276; "Cannot scroll list of books with NVDA"; https://github.com/edrlab/thorium-reader/issues/1276; ""; closed; 12/07/2020; 01/09/2021; sukiletxe; 
1275; "fixes #1148 - filter opds1 entryLinks on rel='alternate' - better contentType parsing"; https://github.com/edrlab/thorium-reader/pull/1275; ""; closed; 12/03/2020; 12/04/2020; panaC; panaC
1274; "10gb+ size of EDRLab.ThoriumReader\db\config folder on windows"; https://github.com/edrlab/thorium-reader/issues/1274; "bug"; closed; 12/03/2020; 03/14/2021; pashaie; 
1273; "Home screen evolution"; https://github.com/edrlab/thorium-reader/issues/1273; ""; closed; 12/02/2020; 01/26/2021; llemeurfr; panaC
1272; "Library Simplified Vendor Specs Implementation "; https://github.com/edrlab/thorium-reader/pull/1272; ""; closed; 12/01/2020; 02/05/2021; saad-kh; 
1271; "Request for adding Chinese UI translation"; https://github.com/edrlab/thorium-reader/pull/1271; ""; closed; 11/27/2020; 01/09/2021; maitreya2019; 
1270; "DAISY support: audio-only books, with page-level navigation (pagelist / pagebreak equivalent), more crucially: sentence / phrase-level navigation (authored SMIL timing structure)"; https://github.com/edrlab/thorium-reader/issues/1270; "accessibility,feature"; closed; 11/25/2020; 01/15/2021; danielweck; 
1269; "DAISY support: TOC headings with their own audio narration (pre-recorded audio clips)"; https://github.com/edrlab/thorium-reader/issues/1269; "accessibility,feature,DAISY"; closed; 11/25/2020; 08/26/2022; danielweck; 
1268; "DAISY support: currently ZIP .daisy file with package OPF discovery (arbitrary filename) => need direct OPF 'open with' / drag-n-drop from exploded fileset"; https://github.com/edrlab/thorium-reader/issues/1268; "enhancement,DAISY"; closed; 11/25/2020; 04/10/2021; danielweck; 
1267; "[WIP] enhance pdf viewer"; https://github.com/edrlab/thorium-reader/pull/1267; ""; closed; 11/24/2020; 01/20/2021; panaC; panaC
1266; "[WIP] pdf reader refactoring"; https://github.com/edrlab/thorium-reader/pull/1266; ""; closed; 11/23/2020; 04/25/2021; panaC; panaC
1265; "2-page spread fixed-layout FXL splits or overlaps when resizing window"; https://github.com/edrlab/thorium-reader/issues/1265; "enhancement,css"; closed; 11/23/2020; 08/26/2022; CircularKen; 
1264; "fix #1263 lcpl URL hint"; https://github.com/edrlab/thorium-reader/pull/1264; ""; closed; 11/20/2020; 01/20/2021; panaC; 
1263; "Display a link to the hint page "; https://github.com/edrlab/thorium-reader/issues/1263; "LCP"; closed; 11/20/2020; 01/21/2021; llemeurfr; panaC
1262; "2-page spread fixed-layout FXL broken with Retina / high-DPI displays (overlapping Electron webviews)"; https://github.com/edrlab/thorium-reader/issues/1262; "bug,css"; closed; 11/19/2020; 05/19/2021; danielweck; 
1261; "publication in OPDS2 feed might be an OPDSPublication or an R2Publication "; https://github.com/edrlab/thorium-reader/issues/1261; "opds"; closed; 11/19/2020; 08/23/2022; panaC; 
1260; "npm install fails on Linux"; https://github.com/edrlab/thorium-reader/issues/1260; ""; closed; 11/18/2020; 01/19/2021; VK2BEA; 
1259; "GitHub Actions Continuous Integration is broken (set-env command deprecation)"; https://github.com/edrlab/thorium-reader/issues/1259; ""; closed; 11/17/2020; 11/17/2020; danielweck; danielweck
1258; "Electron v11, r2-streamer-js HTTP server + prototype no-HTTP streamer (Session.protocol.registerStreamProtocol)"; https://github.com/edrlab/thorium-reader/pull/1258; ""; closed; 11/17/2020; 08/23/2021; danielweck; 
1257; "DAISY support"; https://github.com/edrlab/thorium-reader/pull/1257; "DAISY"; closed; 11/16/2020; 02/03/2021; danielweck; 
1256; "sync fork actions"; https://github.com/edrlab/thorium-reader/pull/1256; ""; closed; 11/13/2020; 11/13/2020; panaC; 
1255; "1.5.0 Mac Bug when unhiding App"; https://github.com/edrlab/thorium-reader/issues/1255; ""; closed; 11/11/2020; 12/03/2021; raxelbrof; 
1254; "bug: crash while importing a JSON doc which is not an LCP license "; https://github.com/edrlab/thorium-reader/issues/1254; ""; closed; 11/10/2020; 01/26/2021; llemeurfr; danielweck
1253; "enable the cancellation of an http opds request"; https://github.com/edrlab/thorium-reader/issues/1253; ""; closed; 11/09/2020; 11/19/2020; panaC; panaC
1252; "Oauth2 and basic opds2 authentication"; https://github.com/edrlab/thorium-reader/pull/1252; ""; closed; 11/04/2020; 01/20/2021; panaC; panaC
1251; "[TYPO] fix debug filename of 'publication import' file"; https://github.com/edrlab/thorium-reader/pull/1251; ""; closed; 11/03/2020; 01/20/2021; panaC; 
1250; "Support a webpub manifest in an EPUB"; https://github.com/edrlab/thorium-reader/issues/1250; ""; closed; 11/03/2020; 08/26/2022; panaC; danielweck
1249; "review hash path logic. it doesn't work with an exploded epub"; https://github.com/edrlab/thorium-reader/issues/1249; ""; closed; 11/02/2020; 01/08/2021; panaC; panaC
1248; "accept webpub content-type in supportedFileTypeLinkArray"; https://github.com/edrlab/thorium-reader/pull/1248; ""; closed; 11/02/2020; 11/20/2020; panaC; panaC
1247; "Missing keyboard shortcut to jump to end/beginning of EPUB"; https://github.com/edrlab/thorium-reader/issues/1247; ""; closed; 10/30/2020; 01/26/2021; PhilippeBruno; 
1246; "search: 'no matches' even though documents obviously contain the search terms"; https://github.com/edrlab/thorium-reader/issues/1246; "bug,search"; closed; 10/30/2020; 01/09/2021; danielweck; danielweck
1245; "Rendering issue around some margined block text in vertical layout."; https://github.com/edrlab/thorium-reader/issues/1245; "CJK"; closed; 10/30/2020; 08/26/2022; kitanic; danielweck
1244; "[WIP] (NEEDS REVIEW) fixes the sync fs calls"; https://github.com/edrlab/thorium-reader/pull/1244; ""; closed; 10/23/2020; 10/07/2021; panaC; panaC
1243; "make DI init an async function"; https://github.com/edrlab/thorium-reader/issues/1243; ""; closed; 10/23/2020; 10/23/2020; panaC; panaC
1242; "[Linux package] Incorrect category in .desktop file"; https://github.com/edrlab/thorium-reader/issues/1242; "enhancement"; closed; 10/21/2020; 01/09/2021; ghost; 
1241; "[Linux package] Icon's path is '0x0' (electron-builder issue?)"; https://github.com/edrlab/thorium-reader/issues/1241; ""; closed; 10/21/2020; 08/31/2022; ghost; panaC
1240; "fixes #1215"; https://github.com/edrlab/thorium-reader/pull/1240; ""; closed; 10/21/2020; 10/21/2020; panaC; panaC
1239; "fix #1100"; https://github.com/edrlab/thorium-reader/pull/1239; ""; closed; 10/21/2020; 10/21/2020; panaC; panaC
1238; "fixes #1222"; https://github.com/edrlab/thorium-reader/pull/1238; ""; closed; 10/21/2020; 10/21/2020; panaC; panaC
1237; "OPDS authentication, SAML (currently only basic OAuth)"; https://github.com/edrlab/thorium-reader/issues/1237; "feature,opds"; closed; 10/21/2020; 02/08/2021; danielweck; danielweck
1236; "[WIP] (NEEDS REVIEW) import with shift : start a routine to open - read - delete"; https://github.com/edrlab/thorium-reader/pull/1236; ""; open; 10/19/2020; 04/28/2021; panaC; panaC
1235; "fix #636"; https://github.com/edrlab/thorium-reader/pull/1235; ""; closed; 10/19/2020; 01/20/2021; panaC; panaC
1234; "Full screen video stretches in Window"; https://github.com/edrlab/thorium-reader/issues/1234; ""; closed; 10/18/2020; 11/25/2020; nitrokevin; 
1233; "Feature: Add voice selection for read aloud"; https://github.com/edrlab/thorium-reader/issues/1233; ""; closed; 10/18/2020; 10/21/2020; nandakishore2009; 
1232; "Update spanish translation"; https://github.com/edrlab/thorium-reader/pull/1232; "locale"; closed; 10/16/2020; 10/21/2020; nvdaes; 
1231; "Typo on the 'More Info' page"; https://github.com/edrlab/thorium-reader/issues/1231; ""; closed; 10/16/2020; 01/12/2021; CircularKen; llemeurfr
1230; "How to align text left"; https://github.com/edrlab/thorium-reader/issues/1230; "accessibility,css"; open; 10/16/2020; 03/10/2023; butgit; 
1229; "search: double-click on list of results should perform same action as pressing keyboard enter/return key (close panel and redirect focus to target)"; https://github.com/edrlab/thorium-reader/issues/1229; "enhancement,user-interface,search"; closed; 10/16/2020; 01/09/2021; danielweck; danielweck
1228; "Feature request: Fixed layout epub zoom"; https://github.com/edrlab/thorium-reader/issues/1228; "feature,css"; closed; 10/15/2020; 09/09/2022; MattiJarvinen; danielweck
1227; "Update spanish translation for wiki keyboard shortcuts "; https://github.com/edrlab/thorium-reader/issues/1227; ""; closed; 10/15/2020; 10/16/2020; nvdaes; 
1226; "dev: webpack bundle sizes"; https://github.com/edrlab/thorium-reader/issues/1226; "documentation"; closed; 10/15/2020; 08/26/2022; danielweck; 
1225; "Green box appears around some HTML elements after resizing window"; https://github.com/edrlab/thorium-reader/issues/1225; ""; closed; 10/15/2020; 11/25/2020; SimonPRH; 
1224; "replace the getMode API with an action broadcasted to each reader and caught by reducers"; https://github.com/edrlab/thorium-reader/issues/1224; ""; closed; 10/15/2020; 10/19/2020; panaC; panaC
1223; "The smallest dimensions for the reader window are still too big (smaller would be useful for testing/emulating EPUB layout on small mobile devices displays)"; https://github.com/edrlab/thorium-reader/issues/1223; "enhancement,user-interface"; closed; 10/14/2020; 08/23/2022; danielweck; 
1222; "Paginated mode for reflowable publications should be the default (currently is scroll view)"; https://github.com/edrlab/thorium-reader/issues/1222; "enhancement,css"; closed; 10/14/2020; 10/21/2020; danielweck; panaC
1221; "fixes #1220"; https://github.com/edrlab/thorium-reader/pull/1221; ""; closed; 10/14/2020; 10/21/2020; panaC; panaC
1220; "'open with' from file explorer / MacOS finder doesn't work (only opens library window, does not import book or launch reader window)"; https://github.com/edrlab/thorium-reader/issues/1220; "bug"; closed; 10/14/2020; 10/21/2020; danielweck; panaC
1219; "Redefine the design of the bookshelf"; https://github.com/edrlab/thorium-reader/issues/1219; "user-interface"; closed; 10/14/2020; 08/26/2022; llemeurfr; 
1218; "Redefine the design of the OPDS experience"; https://github.com/edrlab/thorium-reader/issues/1218; "user-interface"; closed; 10/14/2020; 01/13/2021; llemeurfr; 
1217; "Windows code signing with EV Extended Validation Certificate"; https://github.com/edrlab/thorium-reader/issues/1217; "enhancement"; closed; 10/14/2020; 02/15/2021; danielweck; danielweck
1216; "[WIP] annotation"; https://github.com/edrlab/thorium-reader/pull/1216; ""; open; 10/14/2020; 04/28/2021; panaC; panaC
1215; "PDF pagination overflow counter: when reaching last page, continue to click 'next' button, then observe that 'previous' button must be clicked as many times to return into the page flow"; https://github.com/edrlab/thorium-reader/issues/1215; "bug,pdf"; closed; 10/14/2020; 10/21/2020; danielweck; panaC
1214; " in-document publication-wide text search: keyboard shortcuts for previous/next"; https://github.com/edrlab/thorium-reader/issues/1214; "enhancement,keyboard,search"; closed; 10/14/2020; 01/13/2021; danielweck; danielweck
1213; " in-document publication-wide search: document caching (plain text and DOM)"; https://github.com/edrlab/thorium-reader/issues/1213; "enhancement,search"; closed; 10/14/2020; 08/26/2022; danielweck; danielweck
1212; "Popup for epub:type='endnote' shows generated code as plain text"; https://github.com/edrlab/thorium-reader/issues/1212; ""; closed; 10/14/2020; 11/16/2020; duenckel; danielweck
1211; "Add an action which removes an ebook from 'resume reading'"; https://github.com/edrlab/thorium-reader/issues/1211; "user-interface,feature"; closed; 10/14/2020; 10/14/2020; llemeurfr; 
1210; "Library disappears after update"; https://github.com/edrlab/thorium-reader/issues/1210; ""; closed; 10/13/2020; 10/19/2021; sukiletxe; 
1209; "in-document publication-wide text search improvements"; https://github.com/edrlab/thorium-reader/issues/1209; "enhancement,search"; open; 10/13/2020; 03/05/2023; danielweck; danielweck
1208; "[WIP] #1124 import several EPUBs"; https://github.com/edrlab/thorium-reader/pull/1208; ""; closed; 10/12/2020; 10/13/2021; panaC; 
1207; "Arabic language word and letter spacing do not work"; https://github.com/edrlab/thorium-reader/issues/1207; "css,locale"; closed; 10/12/2020; 10/12/2020; ways2read; 
1206; "RTL Right-To-Left support in bottom navigation slider / scrub bar"; https://github.com/edrlab/thorium-reader/issues/1206; "user-interface,locale"; open; 10/12/2020; 10/12/2020; danielweck; 
1205; "Right To Left TOC and Landmarks navigation GUI Fixes #987"; https://github.com/edrlab/thorium-reader/pull/1205; ""; closed; 10/11/2020; 10/11/2020; danielweck; 
1204; "divina"; https://github.com/edrlab/thorium-reader/pull/1204; ""; closed; 10/10/2020; 01/20/2021; panaC; panaC
1203; "fixes #1123"; https://github.com/edrlab/thorium-reader/pull/1203; ""; closed; 10/08/2020; 01/20/2021; panaC; panaC
1202; "fixes #1201"; https://github.com/edrlab/thorium-reader/pull/1202; ""; closed; 10/08/2020; 01/20/2021; panaC; panaC
1201; "The window disappears if opened on a secondary monitor in a different position"; https://github.com/edrlab/thorium-reader/issues/1201; "bug,user-interface,ui-critical"; closed; 10/08/2020; 10/12/2020; jacoporinaldi; 
1200; "reader 'back' button"; https://github.com/edrlab/thorium-reader/pull/1200; ""; closed; 10/06/2020; 11/26/2022; panaC; panaC
1199; "about"; https://github.com/edrlab/thorium-reader/pull/1199; ""; closed; 10/05/2020; 01/20/2021; panaC; panaC
1198; "Missing 'back' button after following hyperlink"; https://github.com/edrlab/thorium-reader/issues/1198; "user-interface,feature"; closed; 10/05/2020; 10/20/2022; PhilippeBruno; 
1197; "Keyboard shortcuts sometimes don't work"; https://github.com/edrlab/thorium-reader/issues/1197; "accessibility,keyboard,user-interface"; closed; 10/03/2020; 07/22/2022; sukiletxe; 
1196; "dev: PostCSS v8 upgrade, 'postcss-cssnext' deprecation"; https://github.com/edrlab/thorium-reader/issues/1196; "enhancement"; closed; 10/02/2020; 11/12/2021; danielweck; danielweck
