Issue Number; Title; Github URL; Labels; State; Created At; Updated At; Reporter; Assignee
1452; "Database Migration fixes a publication or opds feed removed"; https://github.com/edrlab/thorium-reader/pull/1452; ""; closed; 05/03/2021; 05/14/2021; panaC; panaC
1451; "fix(persistence): swap recovery mode the process 2 to 3"; https://github.com/edrlab/thorium-reader/pull/1451; ""; closed; 04/30/2021; 05/04/2021; panaC; panaC
1450; "Add an option to the Divina player setup"; https://github.com/edrlab/thorium-reader/pull/1450; ""; closed; 04/30/2021; 04/30/2021; panaC; llemeurfr
1449; "Feature request : Keep TOC panel opened"; https://github.com/edrlab/thorium-reader/issues/1449; "user-interface"; closed; 04/29/2021; 10/18/2021; s-kocher; panaC
1448; "new patch"; https://github.com/edrlab/thorium-reader/pull/1448; ""; closed; 04/29/2021; 04/30/2021; panaC; 
1447; "Thorium auto-generated EPUB 'about / info', make sure diff XHTML to re-generate if necessary (CRC?)"; https://github.com/edrlab/thorium-reader/issues/1447; ""; closed; 04/28/2021; 05/04/2021; danielweck; panaC
1446; "LCP LSD device manager JSON persist"; https://github.com/edrlab/thorium-reader/pull/1446; ""; closed; 04/28/2021; 04/28/2021; danielweck; 
1445; "LCP secrets JSON persistence"; https://github.com/edrlab/thorium-reader/pull/1445; ""; closed; 04/27/2021; 04/27/2021; danielweck; 
1444; "Redux anti-pattern: state payload modified in action creator, not reducer"; https://github.com/edrlab/thorium-reader/issues/1444; ""; closed; 04/27/2021; 08/26/2022; danielweck; 
1443; "refactor: removal of DB resources, LCP and manifest cache (filesystem persist + memory cache)"; https://github.com/edrlab/thorium-reader/pull/1443; ""; closed; 04/25/2021; 04/25/2021; danielweck; 
1442; "Minor coding issue: fs.exists[Sync]() fs.stat() fs.access() immediately BEFORE fs.openFile() or fs.read/writeFile()"; https://github.com/edrlab/thorium-reader/issues/1442; ""; closed; 04/24/2021; 08/26/2022; danielweck; 
1441; "v1.6 on Ubuntu 20.04 LTS, issue with PDF"; https://github.com/edrlab/thorium-reader/issues/1441; ""; closed; 04/23/2021; 05/19/2021; llemeurfr; 
1440; "refactor of base64 blobs (fix database overheads, remove duplicate data)"; https://github.com/edrlab/thorium-reader/pull/1440; ""; closed; 04/22/2021; 04/23/2021; danielweck; 
1439; "Search feature: screen reader UX is clunky"; https://github.com/edrlab/thorium-reader/issues/1439; "accessibility,keyboard"; open; 04/15/2021; 06/16/2021; GeorgeKerscher; danielweck
1438; "Bookmark set indication for screen reader"; https://github.com/edrlab/thorium-reader/issues/1438; "accessibility,keyboard"; closed; 04/15/2021; 12/28/2021; GeorgeKerscher; danielweck
1437; "feature (divina): new divina player"; https://github.com/edrlab/thorium-reader/pull/1437; ""; closed; 04/13/2021; 04/25/2021; panaC; panaC
1436; "Mouse scroll wheel and touchpad scroll gesture support"; https://github.com/edrlab/thorium-reader/issues/1436; "feature"; open; 04/12/2021; 08/30/2022; PhilippeBruno; 
1435; "fixes #1376 sanitize the opds description with dompurity"; https://github.com/edrlab/thorium-reader/pull/1435; ""; closed; 04/09/2021; 04/25/2021; panaC; panaC
1434; "korean translation"; https://github.com/edrlab/thorium-reader/pull/1434; ""; closed; 04/09/2021; 04/25/2021; panaC; panaC
1433; "refactor(downloader): stream pipeline cancellable"; https://github.com/edrlab/thorium-reader/pull/1433; ""; closed; 04/08/2021; 05/05/2021; panaC; panaC
1432; "JavaScript error occurred in the main process"; https://github.com/edrlab/thorium-reader/issues/1432; ""; closed; 04/08/2021; 04/09/2021; PhilippeBruno; 
1431; "rendition:layout = 'pre-paginated' not supported?"; https://github.com/edrlab/thorium-reader/issues/1431; ""; closed; 04/07/2021; 04/12/2021; saprentice; 
1430; "Auto hide the top menu and foot control, please"; https://github.com/edrlab/thorium-reader/issues/1430; "enhancement,user-interface"; closed; 03/26/2021; 06/16/2021; ghost; 
1429; "korean translation"; https://github.com/edrlab/thorium-reader/issues/1429; ""; closed; 03/25/2021; 04/10/2021; panaC; panaC
1428; "Error opening document encrypted with LCPENCRYPT"; https://github.com/edrlab/thorium-reader/issues/1428; ""; closed; 03/22/2021; 03/22/2021; fujkani; 
1427; "Add faster playback speeds for audio"; https://github.com/edrlab/thorium-reader/issues/1427; ""; closed; 03/16/2021; 04/28/2021; martinpub; 
1426; "fix #1424: dismiss cookies error"; https://github.com/edrlab/thorium-reader/pull/1426; ""; closed; 03/13/2021; 04/25/2021; panaC; panaC
1425; "fix: check if the http response is defined on an http request"; https://github.com/edrlab/thorium-reader/pull/1425; ""; closed; 03/13/2021; 04/25/2021; panaC; panaC
1424; "Error on the OPDS 2 fulcrum catalog"; https://github.com/edrlab/thorium-reader/issues/1424; "opds"; closed; 03/12/2021; 03/25/2021; llemeurfr; panaC
1423; "Layout behaviour doesn't work properly for pdf"; https://github.com/edrlab/thorium-reader/issues/1423; "pdf"; closed; 03/12/2021; 05/26/2021; jacoporinaldi; panaC
1422; "Adding a bookmark on a PDF changes color to both bookmark and Page fit or width buttons"; https://github.com/edrlab/thorium-reader/issues/1422; "pdf"; closed; 03/12/2021; 04/09/2021; jacoporinaldi; panaC
1421; "refactor(persistence): main Redux state persistence"; https://github.com/edrlab/thorium-reader/pull/1421; ""; closed; 03/12/2021; 05/05/2021; panaC; panaC
1420; "refactor(db): migration opds repository to the main redux state"; https://github.com/edrlab/thorium-reader/pull/1420; ""; closed; 03/09/2021; 04/27/2021; panaC; panaC
1419; "refactor(db): opds authentication own persistence"; https://github.com/edrlab/thorium-reader/pull/1419; ""; closed; 03/09/2021; 04/25/2021; panaC; danielweck
1418; "cookiejar persistence"; https://github.com/edrlab/thorium-reader/pull/1418; ""; closed; 03/09/2021; 04/25/2021; panaC; danielweck
1417; "Electron 11 --> 13 migration"; https://github.com/edrlab/thorium-reader/issues/1417; ""; closed; 03/09/2021; 08/23/2021; danielweck; danielweck
1416; "refactor(db): migrate i18n config repository to the main process redux state with persistence"; https://github.com/edrlab/thorium-reader/pull/1416; ""; closed; 03/09/2021; 04/25/2021; panaC; panaC
1415; "refactor(publication): migration PouchDB repository to main Redux state (PR #1415)"; https://github.com/edrlab/thorium-reader/pull/1415; ""; closed; 03/08/2021; 04/27/2021; panaC; danielweck
1414; "lcp and lsd are duplicated in publication document but WHY ?"; https://github.com/edrlab/thorium-reader/issues/1414; ""; closed; 03/08/2021; 04/27/2021; panaC; 
1413; "bookmark progress bar doesn't work in the readerMenu"; https://github.com/edrlab/thorium-reader/issues/1413; ""; closed; 03/06/2021; 04/28/2021; panaC; 
1412; "Ctrl + n does not take you to navigaition  menu once it is open"; https://github.com/edrlab/thorium-reader/issues/1412; "accessibility,keyboard"; closed; 03/05/2021; 04/28/2021; GeorgeKerscher; 
1411; "[refactoring] migrate bookmark locator repository to the reader redux state"; https://github.com/edrlab/thorium-reader/pull/1411; ""; closed; 03/03/2021; 04/25/2021; panaC; panaC
1410; "OPDS auth window fails for Feedbooks OPDS2 feed (seems okay for OPDS1) | Feedbooks HTTP 400"; https://github.com/edrlab/thorium-reader/issues/1410; "opds"; closed; 03/02/2021; 12/23/2021; danielweck; 
1409; "OPDS auth window title is not human-readable / human-friendly"; https://github.com/edrlab/thorium-reader/issues/1409; "enhancement,opds"; closed; 03/02/2021; 06/16/2021; danielweck; danielweck
1408; "OPDS: 'shelf' link (human face icon) is not reset during browsing / navigation"; https://github.com/edrlab/thorium-reader/issues/1408; "bug,opds"; closed; 03/02/2021; 04/09/2021; danielweck; panaC
1407; "MathJax freezes with some EPUB XHTML documents"; https://github.com/edrlab/thorium-reader/issues/1407; "bug"; closed; 03/02/2021; 03/02/2021; danielweck; danielweck
1406; "EPUB 3 FXL, fit to width"; https://github.com/edrlab/thorium-reader/issues/1406; "feature"; closed; 03/01/2021; 03/01/2021; llemeurfr; 
1405; "OPDS authentification dialog: when cancelled, go back to feed root (not 401 page)"; https://github.com/edrlab/thorium-reader/issues/1405; "LCP,ui-critical,opds"; closed; 03/01/2021; 09/08/2022; llemeurfr; danielweck
1404; "Feature request: make storage location customisable or add support for cloud storage"; https://github.com/edrlab/thorium-reader/issues/1404; ""; closed; 03/01/2021; 08/26/2022; buerki; 
1403; "NPM package updates, fixes Redux Saga Typescript"; https://github.com/edrlab/thorium-reader/pull/1403; ""; closed; 02/25/2021; 02/26/2021; danielweck; 
1402; "[DEV] IOpdsMetada replace with ternary"; https://github.com/edrlab/thorium-reader/issues/1402; ""; closed; 02/25/2021; 09/10/2021; panaC; 
1401; "Type 'string | undefined' is not assignable to type 'string'.   Type 'undefined' is not assignable to type 'string'.ts(2322)"; https://github.com/edrlab/thorium-reader/issues/1401; ""; closed; 02/25/2021; 02/25/2021; panaC; 
1400; "Type 'string | undefined' is not assignable to type 'string'.   Type 'undefined' is not assignable to type 'string'.ts(2322)"; https://github.com/edrlab/thorium-reader/issues/1400; ""; closed; 02/25/2021; 05/19/2021; panaC; 
1399; "[DEV] IOpdsAuthView methods could be undefined"; https://github.com/edrlab/thorium-reader/issues/1399; ""; closed; 02/25/2021; 09/10/2021; panaC; panaC
1398; "[DEV] ln could be undefined"; https://github.com/edrlab/thorium-reader/issues/1398; ""; closed; 02/25/2021; 06/01/2022; panaC; 
1397; "[DEV] should return undefined type"; https://github.com/edrlab/thorium-reader/issues/1397; ""; closed; 02/25/2021; 09/10/2021; panaC; panaC
1396; "[DEV] string | undefined"; https://github.com/edrlab/thorium-reader/issues/1396; ""; closed; 02/25/2021; 09/10/2021; panaC; panaC
1395; "MacOS 11.2: Text-to-Speech not moving in epub"; https://github.com/edrlab/thorium-reader/issues/1395; ""; closed; 02/24/2021; 03/01/2021; buerki; 
1394; "the opds publication information modal doesn't display the audiobook informations"; https://github.com/edrlab/thorium-reader/issues/1394; "opds"; closed; 02/23/2021; 05/26/2021; panaC; 
1393; "Mac VoiceOver issue with focus moving when activating an HTML Summary/Details element"; https://github.com/edrlab/thorium-reader/issues/1393; "accessibility"; closed; 02/23/2021; 08/26/2022; clapierre; 
1392; "Documentation: add missing shortcuts to wiki and update spanish page"; https://github.com/edrlab/thorium-reader/issues/1392; ""; closed; 02/22/2021; 02/23/2021; nvdaes; 
1391; "[WIP]  should failed in getLibrary from di"; https://github.com/edrlab/thorium-reader/pull/1391; ""; closed; 02/22/2021; 04/26/2021; panaC; panaC
1390; "Regresion bug: MathML / MathJax support is broken"; https://github.com/edrlab/thorium-reader/issues/1390; "bug"; closed; 02/22/2021; 02/22/2021; danielweck; danielweck
1389; "[FIX #1384] reset search url after access to another feed domain"; https://github.com/edrlab/thorium-reader/pull/1389; ""; closed; 02/22/2021; 04/25/2021; panaC; panaC
1388; "1.6: macOS errors on return from hidden"; https://github.com/edrlab/thorium-reader/issues/1388; "bug,user-interface,ui-critical"; closed; 02/21/2021; 04/09/2021; raxelbrof; panaC
1387; "CSS styling of heading tags not respected"; https://github.com/edrlab/thorium-reader/issues/1387; ""; closed; 02/20/2021; 02/22/2021; ThomasR128; 
1386; "Typo in passphrase dialog box"; https://github.com/edrlab/thorium-reader/issues/1386; ""; closed; 02/18/2021; 02/22/2021; k-davey; danielweck
1385; "[WIP] fixes OPDS search (UTF8 BOM), and encodeURIComponent"; https://github.com/edrlab/thorium-reader/pull/1385; ""; closed; 02/18/2021; 03/02/2021; danielweck; 
1384; "OPDS OpenSearch: when failure to discover templated search link (or timeout), previous search is still active!"; https://github.com/edrlab/thorium-reader/issues/1384; "bug,opds"; closed; 02/18/2021; 03/02/2021; danielweck; panaC
1383; "OpenSearch failure with desLibris feed (OPDS1 XML)"; https://github.com/edrlab/thorium-reader/issues/1383; ""; closed; 02/18/2021; 03/02/2021; danielweck; danielweck
1382; "incorrect use of encodeURI vs. encodeURIComponent"; https://github.com/edrlab/thorium-reader/issues/1382; ""; closed; 02/18/2021; 03/02/2021; danielweck; danielweck
1381; "Cannot add PDF files that are named in non-ASCII characters. "; https://github.com/edrlab/thorium-reader/issues/1381; ""; closed; 02/18/2021; 05/16/2021; peaceroad; danielweck
1380; "Regression: bookmark icon / image is broken in navigation panel"; https://github.com/edrlab/thorium-reader/issues/1380; "bug,user-interface"; closed; 02/17/2021; 02/17/2021; danielweck; danielweck
1379; "Inaccurate focus of jumping table of contents and footnotes when using a screen reader"; https://github.com/edrlab/thorium-reader/issues/1379; "accessibility,keyboard"; closed; 02/17/2021; 12/03/2021; cary-rowen; danielweck
1378; "[WIP] import an unpaked publication from a form window | (url, json, form) -> manifest -> packager -> parser"; https://github.com/edrlab/thorium-reader/pull/1378; ""; open; 02/16/2021; 05/26/2021; panaC; panaC
1377; "Interactive diagram bug"; https://github.com/edrlab/thorium-reader/issues/1377; ""; closed; 02/16/2021; 08/29/2022; Yodo13; 
1376; "OPDS text/html description shows raw markup instead of rendered HTML"; https://github.com/edrlab/thorium-reader/issues/1376; "feature,opds"; closed; 02/16/2021; 05/12/2021; danielweck; danielweck
1375; "Programmatic window.location redirection to external URLs, plus other security considerations"; https://github.com/edrlab/thorium-reader/issues/1375; "enhancement,question"; closed; 02/15/2021; 09/15/2021; danielweck; 
1374; "Replace TSLint with ESLint -- Fixes #625"; https://github.com/edrlab/thorium-reader/pull/1374; ""; closed; 02/11/2021; 02/12/2021; danielweck; 
1373; "Support for user-installed system fonts in addition to ReadiumCSS predefined typefaces"; https://github.com/edrlab/thorium-reader/pull/1373; ""; closed; 02/11/2021; 02/11/2021; danielweck; 
1372; "Update Japanese Translation (adjustment to1.6 version) "; https://github.com/edrlab/thorium-reader/pull/1372; ""; closed; 02/11/2021; 02/12/2021; peaceroad; 
1371; "Updated translations in XHTML."; https://github.com/edrlab/thorium-reader/pull/1371; ""; closed; 02/10/2021; 04/06/2022; llemeurfr; 
1370; "misc. code fixes for URL resolve and handling of Windows filepaths"; https://github.com/edrlab/thorium-reader/pull/1370; ""; closed; 02/09/2021; 02/10/2021; danielweck; 
1369; "The 'about Thorium' publication is always re-generated, the 'search by title' function always fails to return the existing one"; https://github.com/edrlab/thorium-reader/issues/1369; "bug,search"; closed; 02/09/2021; 02/09/2021; danielweck; 
1368; "Unlike EPUB user settings (column layout, font size, colour theme, etc.), PDF configuration is reset every time the reader window opens"; https://github.com/edrlab/thorium-reader/issues/1368; "feature,pdf"; open; 02/09/2021; 08/30/2022; danielweck; 
1367; "Feature request: enable multiple book selection in library window to perform removal of multiple publications"; https://github.com/edrlab/thorium-reader/issues/1367; "user-interface,feature"; closed; 02/08/2021; 08/26/2022; danielweck; 
1366; "Library Simplified Vendor Specs Implementation (PR #1272)"; https://github.com/edrlab/thorium-reader/pull/1366; ""; closed; 02/05/2021; 02/08/2021; danielweck; 
1365; "Remove unused locale names"; https://github.com/edrlab/thorium-reader/pull/1365; ""; closed; 02/05/2021; 02/05/2021; danielweck; 
1364; "WIP Finnish translation"; https://github.com/edrlab/thorium-reader/pull/1364; ""; closed; 02/05/2021; 02/05/2021; danielweck; 
1363; "facets + pub view grid"; https://github.com/edrlab/thorium-reader/pull/1363; ""; closed; 02/04/2021; 04/25/2021; panaC; panaC
1362; "Finnish translation"; https://github.com/edrlab/thorium-reader/pull/1362; ""; closed; 02/04/2021; 02/05/2021; terhol-celia; 
1361; "Added Finnish translation"; https://github.com/edrlab/thorium-reader/pull/1361; ""; closed; 02/04/2021; 02/04/2021; terhol-celia; 
1360; "opds group self link"; https://github.com/edrlab/thorium-reader/pull/1360; ""; closed; 02/03/2021; 04/25/2021; panaC; panaC
1359; "increase debounce time to persist state"; https://github.com/edrlab/thorium-reader/pull/1359; ""; closed; 02/03/2021; 04/25/2021; panaC; panaC
1358; "css | opds | title/author label clipping"; https://github.com/edrlab/thorium-reader/issues/1358; "css,opds"; closed; 02/02/2021; 02/03/2021; panaC; danielweck
1357; "fixes #1351: incorrect LCP error message for licenses that start in the future (different than LSD expired state)"; https://github.com/edrlab/thorium-reader/pull/1357; ""; closed; 02/01/2021; 02/02/2021; danielweck; 
1356; "[WIP] lcpl end date expired 32bit timestamp"; https://github.com/edrlab/thorium-reader/pull/1356; ""; closed; 02/01/2021; 02/01/2021; panaC; panaC
1355; "lcpl: expired licence when end date over 2050"; https://github.com/edrlab/thorium-reader/issues/1355; ""; closed; 02/01/2021; 02/03/2021; panaC; danielweck
1354; "Panac/fix/lcp start date in future"; https://github.com/edrlab/thorium-reader/pull/1354; ""; closed; 02/01/2021; 02/01/2021; panaC; panaC
1353; "Update spanish translation"; https://github.com/edrlab/thorium-reader/pull/1353; ""; closed; 01/31/2021; 10/31/2022; nvdaes; 
1352; "Delete from bookshelf: change the blue button from cancel to ok"; https://github.com/edrlab/thorium-reader/issues/1352; "user-interface"; closed; 01/30/2021; 02/01/2021; llemeurfr; 
1351; "LCP, bad message if the start date is in the future"; https://github.com/edrlab/thorium-reader/issues/1351; "bug,LCP"; closed; 01/30/2021; 02/02/2021; llemeurfr; 
1350; "'about Thorium' auto-generated EPUB becomes visible when filtering tags"; https://github.com/edrlab/thorium-reader/issues/1350; "bug"; closed; 01/29/2021; 01/29/2021; danielweck; panaC
1349; "Audiobook 'progression' in publication info popup modal dialog (NaN Not A Number)"; https://github.com/edrlab/thorium-reader/issues/1349; "bug,audiobooks"; closed; 01/29/2021; 09/10/2021; danielweck; panaC
1348; "OPDS overlapping text"; https://github.com/edrlab/thorium-reader/issues/1348; "bug,user-interface,css,opds"; closed; 01/29/2021; 11/12/2021; danielweck; 
1347; "OPDS feed, no cover images, and title/author label clipping"; https://github.com/edrlab/thorium-reader/issues/1347; "opds"; closed; 01/29/2021; 02/05/2021; danielweck; 
1346; "OPDS publication info, 'import' buttons and 'availability' labels"; https://github.com/edrlab/thorium-reader/issues/1346; "opds"; closed; 01/29/2021; 09/10/2021; danielweck; 
1345; "publication info popup modal dialog: long unbreakable titles (CSS tweak)"; https://github.com/edrlab/thorium-reader/issues/1345; "bug,user-interface,css"; closed; 01/29/2021; 02/03/2021; danielweck; danielweck
1344; "Update Japanese translation (1.6 version) "; https://github.com/edrlab/thorium-reader/pull/1344; ""; closed; 01/28/2021; 01/29/2021; peaceroad; 
1343; "Future Electron v12 upgrade: WARNING! (context isolation)"; https://github.com/edrlab/thorium-reader/issues/1343; "documentation"; closed; 01/28/2021; 09/15/2021; danielweck; danielweck
1342; "Thorium to use SQLite3 'natively' (rather than transitively via PouchDB / WebSQL adapter)"; https://github.com/edrlab/thorium-reader/issues/1342; ""; closed; 01/27/2021; 08/23/2022; danielweck; 
1341; "Fixes #1247 feature goto being/end of publication via keyboard shortcuts"; https://github.com/edrlab/thorium-reader/pull/1341; ""; closed; 01/26/2021; 01/26/2021; danielweck; 
1340; "PDF: 'goto page' vs. reported page number discrepancy (i.e. page number indicated at bottom of A4 page vs. number of A4 individual pages)"; https://github.com/edrlab/thorium-reader/issues/1340; "bug,pdf"; closed; 01/26/2021; 09/10/2021; danielweck; 
1339; "LCP + PDF.js cover image and metadata extraction"; https://github.com/edrlab/thorium-reader/issues/1339; "question"; closed; 01/26/2021; 01/27/2021; danielweck; 
1338; "improves and fixes code to get pdf metadata and cover image in main process"; https://github.com/edrlab/thorium-reader/pull/1338; "pdf"; closed; 01/25/2021; 04/25/2021; panaC; panaC
1337; "[ARCHIVE] replacement of pdfjs-extract with our local pdfjs lib"; https://github.com/edrlab/thorium-reader/pull/1337; ""; closed; 01/25/2021; 04/25/2021; panaC; 
1336; "Support for OPDS 'catalogs' feed"; https://github.com/edrlab/thorium-reader/issues/1336; "feature,opds"; closed; 01/21/2021; 08/26/2022; danielweck; 
1335; "Thorium ships with 3 different PDF.js versions"; https://github.com/edrlab/thorium-reader/issues/1335; ""; closed; 01/20/2021; 01/27/2021; danielweck; 
1334; "PDF display automatic does not seem to work"; https://github.com/edrlab/thorium-reader/issues/1334; ""; closed; 01/20/2021; 01/21/2021; llemeurfr; 
1333; "Reduce Motion, No Footnotes, and MathJax (moved to display settings)"; https://github.com/edrlab/thorium-reader/pull/1333; ""; closed; 01/20/2021; 01/20/2021; danielweck; 
1332; "Display accessibility metadata and use it as a filter"; https://github.com/edrlab/thorium-reader/issues/1332; "enhancement,accessibility,user-interface"; closed; 01/20/2021; 10/28/2022; llemeurfr; panaC
1330; "PDF: cover.png in Windows seems to be corrupted file (does not display in UI via the store:// URL protocol, does not display when opened directly from filesystem either)"; https://github.com/edrlab/thorium-reader/issues/1330; "bug,pdf"; closed; 01/19/2021; 02/09/2021; danielweck; panaC
1329; "OPDS navigation links, CSS grid, needs better alignment and borders / outlines"; https://github.com/edrlab/thorium-reader/issues/1329; "enhancement,css,opds"; closed; 01/19/2021; 11/12/2021; danielweck; 
1328; "'about Thorium' auto-generated EPUB fails to create on Windows"; https://github.com/edrlab/thorium-reader/issues/1328; "bug"; closed; 01/19/2021; 02/09/2021; sukiletxe; panaC
1327; "Error 'callback was called more than once'"; https://github.com/edrlab/thorium-reader/issues/1327; "bug"; closed; 01/19/2021; 05/19/2021; danielweck; 
1326; "DAISY3 import, large DTBook XML => single XHTML document, super slow CSS Column pagination (700+ 'pages')"; https://github.com/edrlab/thorium-reader/issues/1326; "bug,ui-critical,css,DAISY"; closed; 01/18/2021; 08/26/2022; danielweck; danielweck
1325; "Unnecessary 'about Thorium' publication requests?"; https://github.com/edrlab/thorium-reader/issues/1325; "enhancement,question"; closed; 01/18/2021; 01/19/2021; danielweck; panaC
1324; "OPDS error: updateOpdsInfoWithEntryLink() 'undefined is not iterable (cannot read property Symbol(Symbol.iterator))'"; https://github.com/edrlab/thorium-reader/issues/1324; "bug"; closed; 01/18/2021; 01/19/2021; danielweck; panaC
1323; "HTTPS to HTTP redirect fails (affects OPDS, and other transactions based on Thorium's network request stack)"; https://github.com/edrlab/thorium-reader/issues/1323; "bug,opds"; closed; 01/18/2021; 09/02/2021; danielweck; 
1322; "EDRLab's PDF.js fork is out of date"; https://github.com/edrlab/thorium-reader/issues/1322; "enhancement,documentation"; closed; 01/18/2021; 01/18/2021; danielweck; panaC
1321; "Cannot add catalogs in v1.6.0-alpha.1.488741793"; https://github.com/edrlab/thorium-reader/issues/1321; ""; closed; 01/16/2021; 01/18/2021; nvdaes; 
1320; "PDF: print feature is not disabled in Mozilla PDF.js viewer (CTRL-P, or COMMAND-P, or SHIFT-CTRL-P)"; https://github.com/edrlab/thorium-reader/issues/1320; "bug"; closed; 01/15/2021; 01/18/2021; danielweck; panaC
1319; "Goto page fixes (now includes pageList support)"; https://github.com/edrlab/thorium-reader/pull/1319; "accessibility"; closed; 01/15/2021; 01/18/2021; danielweck; 
1318; "'about Thorium' auto-generated EPUB is displayed in 'all books' library section"; https://github.com/edrlab/thorium-reader/issues/1318; "bug"; closed; 01/15/2021; 01/19/2021; danielweck; panaC
1317; "Out of date electron-builder PDF WebPack-generated files (refactored viewer)"; https://github.com/edrlab/thorium-reader/issues/1317; "bug"; closed; 01/14/2021; 01/27/2021; danielweck; danielweck
1316; "PDF import fails with `npm run start` (production build)"; https://github.com/edrlab/thorium-reader/issues/1316; "bug"; closed; 01/14/2021; 01/18/2021; danielweck; panaC
1315; "Error: Import failed for the publication path"; https://github.com/edrlab/thorium-reader/issues/1315; "invalid,question,in pending"; closed; 01/14/2021; 05/19/2021; llemeurfr; 
1314; "Feature: configurable network proxy HTTP request agent"; https://github.com/edrlab/thorium-reader/issues/1314; ""; closed; 01/14/2021; 09/10/2021; danielweck; 
1313; "Redux state persistence: reader registry book identifier keys should be factored out into individual data payload (atomic save/hydrate on smaller filesystem IO chunks)"; https://github.com/edrlab/thorium-reader/issues/1313; "enhancement"; closed; 01/13/2021; 04/27/2021; danielweck; panaC
1312; "Redux state persistence: when remove publication from catalog, must prune reader registry book identifier key (JSON data packet, including expensive base64 R2 publication object)"; https://github.com/edrlab/thorium-reader/issues/1312; "enhancement"; closed; 01/13/2021; 04/27/2021; danielweck; panaC
1311; "DAISY audio-only lacks page number display (goto page navigation works, but ...)"; https://github.com/edrlab/thorium-reader/issues/1311; "accessibility,feature,audiobooks,DAISY"; open; 01/13/2021; 02/03/2021; danielweck; danielweck
1310; "TTS playback: incorrect resume location when navigating via TOC, or turning pages / scrolling"; https://github.com/edrlab/thorium-reader/issues/1310; "bug"; closed; 01/13/2021; 08/26/2022; danielweck; danielweck
1309; "[fix #1218] enhance navigation and facet -> opds feed navigation"; https://github.com/edrlab/thorium-reader/pull/1309; ""; closed; 01/12/2021; 01/20/2021; panaC; panaC
1308; "[WIP] auto fs backup in db repo base class"; https://github.com/edrlab/thorium-reader/pull/1308; ""; closed; 01/08/2021; 04/25/2021; panaC; panaC
1307; "Russian localization (based on PR #1287)"; https://github.com/edrlab/thorium-reader/pull/1307; ""; closed; 01/08/2021; 01/08/2021; danielweck; 
1306; "Chinese UI translation (based on PR #1271)"; https://github.com/edrlab/thorium-reader/pull/1306; ""; closed; 01/08/2021; 01/08/2021; danielweck; 
1305; "Fix for DOM search"; https://github.com/edrlab/thorium-reader/pull/1305; ""; closed; 01/08/2021; 01/08/2021; danielweck; 
1304; "Search sometimes fails (no highlights, or just a few highlights), console indicates there is a CSS selector problem"; https://github.com/edrlab/thorium-reader/issues/1304; ""; closed; 01/08/2021; 01/08/2021; danielweck; 
1303; "[fix #1298] packager resources zip path from rwpm"; https://github.com/edrlab/thorium-reader/pull/1303; ""; closed; 01/08/2021; 01/20/2021; panaC; panaC
1302; "import with undefined book extension"; https://github.com/edrlab/thorium-reader/issues/1302; ""; closed; 01/08/2021; 01/19/2021; panaC; 
1301; "chore: documentation and debug in lock.ts"; https://github.com/edrlab/thorium-reader/pull/1301; ""; closed; 01/08/2021; 01/08/2021; panaC; panaC
1300; "fix #1299"; https://github.com/edrlab/thorium-reader/pull/1300; ""; closed; 01/08/2021; 01/08/2021; panaC; panaC
1299; "protocol.registerSchemesAsPrivileged should be called before app is ready at initSessions"; https://github.com/edrlab/thorium-reader/issues/1299; ""; closed; 01/08/2021; 01/08/2021; panaC; 
1298; "Packager : resources path in the zip not equal of resources path in html files"; https://github.com/edrlab/thorium-reader/issues/1298; ""; closed; 01/07/2021; 01/08/2021; panaC; panaC
1297; "[FIX 1296] fix the redux persistence by atomic file writing rather than pouchdb"; https://github.com/edrlab/thorium-reader/pull/1297; ""; closed; 01/07/2021; 04/25/2021; panaC; panaC
1296; "save the main redux state in disk rather than in pouchdb"; https://github.com/edrlab/thorium-reader/issues/1296; ""; closed; 01/07/2021; 04/27/2021; panaC; panaC
1295; "OPDS UI, Mixed Feeds"; https://github.com/edrlab/thorium-reader/issues/1295; "opds"; closed; 01/07/2021; 02/05/2021; llemeurfr; panaC
1294; "OPDS UI, Publication / acquisition feeds"; https://github.com/edrlab/thorium-reader/issues/1294; "opds"; closed; 01/06/2021; 02/05/2021; llemeurfr; panaC
1293; "OPDS UI, Navigation Feeds"; https://github.com/edrlab/thorium-reader/issues/1293; "opds"; closed; 01/06/2021; 06/15/2021; llemeurfr; 
1292; "fix #1273 home screen bookshelf"; https://github.com/edrlab/thorium-reader/pull/1292; ""; closed; 01/04/2021; 01/20/2021; panaC; panaC
1291; "enhance catalog update from setReduxState"; https://github.com/edrlab/thorium-reader/pull/1291; ""; closed; 12/31/2020; 01/20/2021; panaC; panaC
1290; "OPDS active facet (facet group)"; https://github.com/edrlab/thorium-reader/issues/1290; "opds"; closed; 12/29/2020; 08/26/2022; danielweck; 
1289; "OPDS pagination: missing current page indicator"; https://github.com/edrlab/thorium-reader/issues/1289; "opds"; closed; 12/29/2020; 12/03/2021; danielweck; 
1288; "OPDS browser UI: regression, looks all mangled"; https://github.com/edrlab/thorium-reader/issues/1288; ""; closed; 12/29/2020; 01/07/2021; danielweck; 
1287; "Adding Russian localization"; https://github.com/edrlab/thorium-reader/pull/1287; ""; closed; 12/23/2020; 01/08/2021; Modeo147; panaC
